tab	sites																													
site	location	samples	specimens	age	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_r	dir_tilt_correction	lat	lon	analysts	software_packages	citations	method_codes	result_quality	vgp_lat	vgp_lon	geologic_classes	geologic_types	lithology
PF18-14	Potato River Falls	PF18-14	PF18-14a	1075	1085.57	1050	Ma		hdt	283.1	1.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	9.4	170.3	Sedimentary	Sediment Layer	Siltstone
PF18-14	Potato River Falls	PF18-14	PF18-14a	1075	1085.57	1050	Ma		lt	319.4	-2.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	30.4	138.4	Sedimentary	Sediment Layer	Siltstone
PF18-140	Potato River Falls	PF18-140	PF18-140a	1075	1085.57	1050	Ma		hdt	206.4	38.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-17.6	243.8	Sedimentary	Sediment Layer	Siltstone
PF18-140	Potato River Falls	PF18-140	PF18-140a	1075	1085.57	1050	Ma		hdt	261.4	17.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	0.5	191.7	Sedimentary	Sediment Layer	Siltstone
PF18-141	Potato River Falls	PF18-141	PF18-141a	1075	1085.57	1050	Ma		hdt	195.5	41.6		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-18.2	254.6	Sedimentary	Sediment Layer	Siltstone
PF18-141	Potato River Falls	PF18-141	PF18-141a	1075	1085.57	1050	Ma		mt	207.1	48.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-10.2	245.7	Sedimentary	Sediment Layer	Siltstone
PF18-141	Potato River Falls	PF18-141	PF18-141a	1075	1085.57	1050	Ma		hdt	265.7	24.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	6.5	191.6	Sedimentary	Sediment Layer	Siltstone
PF18-141	Potato River Falls	PF18-141	PF18-141a	1075	1085.57	1050	Ma		mt	271.3	15.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	6.6	184	Sedimentary	Sediment Layer	Siltstone
PF18-142	Potato River Falls	PF18-142	PF18-142a	1075	1085.57	1050	Ma		hdt	225.2	42.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-7.8	228.9	Sedimentary	Sediment Layer	Siltstone
PF18-142	Potato River Falls	PF18-142	PF18-142a	1075	1085.57	1050	Ma		mt	225.2	47.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-4.2	231	Sedimentary	Sediment Layer	Siltstone
PF18-142	Potato River Falls	PF18-142	PF18-142a	1075	1085.57	1050	Ma		hdt	265.6	3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-1.9	183.7	Sedimentary	Sediment Layer	Siltstone
PF18-142	Potato River Falls	PF18-142	PF18-142a	1075	1085.57	1050	Ma		mt	270.6	3.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.7	180.3	Sedimentary	Sediment Layer	Siltstone
PF18-143	Potato River Falls	PF18-143	PF18-143a	1075	1085.57	1050	Ma		hdt	207.5	37.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-18.3	242.4	Sedimentary	Sediment Layer	Siltstone
PF18-143	Potato River Falls	PF18-143	PF18-143a	1075	1085.57	1050	Ma		mt	214.3	44.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-11.1	238.4	Sedimentary	Sediment Layer	Siltstone
PF18-143	Potato River Falls	PF18-143	PF18-143a	1075	1085.57	1050	Ma		hdt	259.6	16.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-1	192.8	Sedimentary	Sediment Layer	Siltstone
PF18-143	Potato River Falls	PF18-143	PF18-143a	1075	1085.57	1050	Ma		mt	266.8	10.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.8	185.6	Sedimentary	Sediment Layer	Siltstone
PF18-144	Potato River Falls	PF18-144	PF18-144a	1075	1085.57	1050	Ma		mt	266.6	10.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.4	185.5	Sedimentary	Sediment Layer	Siltstone
PF18-144	Potato River Falls	PF18-144	PF18-144a	1075	1085.57	1050	Ma		mt	215.3	44.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-10.8	237.6	Sedimentary	Sediment Layer	Siltstone
PF18-144	Potato River Falls	PF18-144	PF18-144a	1075	1085.57	1050	Ma		hdt	207.5	34.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-19.8	241.9	Sedimentary	Sediment Layer	Siltstone
PF18-144	Potato River Falls	PF18-144	PF18-144a	1075	1085.57	1050	Ma		hdt	257.2	16.5		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-2.6	194.5	Sedimentary	Sediment Layer	Siltstone
PF18-145	Potato River Falls	PF18-145	PF18-145a	1075	1085.57	1050	Ma		hdt	215.7	37.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-15.3	235.1	Sedimentary	Sediment Layer	Siltstone
PF18-145	Potato River Falls	PF18-145	PF18-145a	1075	1085.57	1050	Ma		mt	225.6	45		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-6.1	229.5	Sedimentary	Sediment Layer	Siltstone
PF18-145	Potato River Falls	PF18-145	PF18-145a	1075	1085.57	1050	Ma		hdt	259.6	9.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-3.5	190.5	Sedimentary	Sediment Layer	Siltstone
PF18-145	Potato River Falls	PF18-145	PF18-145a	1075	1085.57	1050	Ma		mt	267.8	3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-0.4	182.1	Sedimentary	Sediment Layer	Siltstone
PF18-146	Potato River Falls	PF18-146	PF18-146a	1075	1085.57	1050	Ma		hdt	186.1	34.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-24.6	263.1	Sedimentary	Sediment Layer	Siltstone
PF18-146	Potato River Falls	PF18-146	PF18-146a	1075	1085.57	1050	Ma		hdt	259.6	34		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	6.5	199.7	Sedimentary	Sediment Layer	Siltstone
PF18-147	Potato River Falls	PF18-147	PF18-147a	1075	1085.57	1050	Ma		hdt	215.9	52.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-4.5	239.8	Sedimentary	Sediment Layer	Siltstone
PF18-147	Potato River Falls	PF18-147	PF18-147a	1075	1085.57	1050	Ma		mt	199.8	49.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-11.4	252.1	Sedimentary	Sediment Layer	Siltstone
PF18-147	Potato River Falls	PF18-147	PF18-147a	1075	1085.57	1050	Ma		hdt	274.6	9.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	6.7	179.5	Sedimentary	Sediment Layer	Siltstone
PF18-147	Potato River Falls	PF18-147	PF18-147a	1075	1085.57	1050	Ma		mt	273	20.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	9.6	184.6	Sedimentary	Sediment Layer	Siltstone
PF18-148	Potato River Falls	PF18-148	PF18-148a	1075	1085.57	1050	Ma		mt	270.5	4.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.9	180.6	Sedimentary	Sediment Layer	Siltstone
PF18-148	Potato River Falls	PF18-148	PF18-148a	1075	1085.57	1050	Ma		hdt	224.2	45.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-6.4	230.8	Sedimentary	Sediment Layer	Siltstone
PF18-148	Potato River Falls	PF18-148	PF18-148a	1075	1085.57	1050	Ma		mt	224.2	47.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-4.7	231.7	Sedimentary	Sediment Layer	Siltstone
PF18-148	Potato River Falls	PF18-148	PF18-148a	1075	1085.57	1050	Ma		hdt	268.2	4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	0.2	182.2	Sedimentary	Sediment Layer	Siltstone
PF18-149	Potato River Falls	PF18-149	PF18-149a	1075	1085.57	1050	Ma		hdt	228.4	27.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-15	221	Sedimentary	Sediment Layer	Siltstone
PF18-149	Potato River Falls	PF18-149	PF18-149a	1075	1085.57	1050	Ma		mt	227.5	36.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-10.8	224.6	Sedimentary	Sediment Layer	Siltstone
PF18-149	Potato River Falls	PF18-149	PF18-149a	1075	1085.57	1050	Ma		hdt	251	-1.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-13.6	192.9	Sedimentary	Sediment Layer	Siltstone
PF18-149	Potato River Falls	PF18-149	PF18-149a	1075	1085.57	1050	Ma		mt	259.2	0.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-7.3	187.5	Sedimentary	Sediment Layer	Siltstone
PF18-15	Potato River Falls	PF18-15	PF18-15a	1075	1085.57	1050	Ma		hdt	218.7	63.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	7.5	242.9	Sedimentary	Sediment Layer	Siltstone
PF18-15	Potato River Falls	PF18-15	PF18-15a	1075	1085.57	1050	Ma		lt	357.3	73.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	76.5	263.6	Sedimentary	Sediment Layer	Siltstone
PF18-15	Potato River Falls	PF18-15	PF18-15a	1075	1085.57	1050	Ma		mht	251.9	62.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	20.2	222.3	Sedimentary	Sediment Layer	Siltstone
PF18-15	Potato River Falls	PF18-15	PF18-15a	1075	1085.57	1050	Ma		hdt	284.5	8.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	13.2	172	Sedimentary	Sediment Layer	Siltstone
PF18-15	Potato River Falls	PF18-15	PF18-15a	1075	1085.57	1050	Ma		lt	323.1	-2.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	32.2	134.7	Sedimentary	Sediment Layer	Siltstone
PF18-15	Potato River Falls	PF18-15	PF18-15a	1075	1085.57	1050	Ma		mht	287.7	-5.7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	10	164.5	Sedimentary	Sediment Layer	Siltstone
PF18-150	Potato River Falls	PF18-150	PF18-150a	1075	1085.57	1050	Ma		hdt	247.8	-0.4		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-15.2	195.8	Sedimentary	Sediment Layer	Siltstone
PF18-150	Potato River Falls	PF18-150	PF18-150a	1075	1085.57	1050	Ma		hdt	226.5	24.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-17.4	221.7	Sedimentary	Sediment Layer	Siltstone
PF18-151	Potato River Falls	PF18-151	PF18-151a	1075	1085.57	1050	Ma		hdt	228.7	35.2		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-10.8	223.3	Sedimentary	Sediment Layer	Siltstone
PF18-151	Potato River Falls	PF18-151	PF18-151a	1075	1085.57	1050	Ma		mt	237.8	39.4		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	-3.7	217.8	Sedimentary	Sediment Layer	Siltstone
PF18-151	Potato River Falls	PF18-151	PF18-151a	1075	1085.57	1050	Ma		hdt	258.4	-0.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-8.3	187.7	Sedimentary	Sediment Layer	Siltstone
PF18-151	Potato River Falls	PF18-151	PF18-151a	1075	1085.57	1050	Ma		mt	264	-7		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-6.7	181.4	Sedimentary	Sediment Layer	Siltstone
PF18-152	Potato River Falls	PF18-152	PF18-152a	1075	1085.57	1050	Ma		mht	266.8	50.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	20.1	204.1	Sedimentary	Sediment Layer	Siltstone
PF18-152	Potato River Falls	PF18-152	PF18-152a	1075	1085.57	1050	Ma		mht	283.6	-20.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	1.7	162.5	Sedimentary	Sediment Layer	Siltstone
PF18-153	Potato River Falls	PF18-153	PF18-153a	1075	1085.57	1050	Ma		mht	262.5	46.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	15.2	204.5	Sedimentary	Sediment Layer	Siltstone
PF18-153	Potato River Falls	PF18-153	PF18-153a	1075	1085.57	1050	Ma		mht	278.8	-20.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-1.6	165.9	Sedimentary	Sediment Layer	Siltstone
PF18-154	Potato River Falls	PF18-154	PF18-154a	1075	1085.57	1050	Ma		mht	270	45.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	19.1	198.7	Sedimentary	Sediment Layer	Siltstone
PF18-154	Potato River Falls	PF18-154	PF18-154a	1075	1085.57	1050	Ma		mht	281	-25.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-2.2	162.5	Sedimentary	Sediment Layer	Siltstone
PF18-155	Potato River Falls	PF18-155	PF18-155a	1075	1085.57	1050	Ma		mht	283.2	-25.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-0.9	160.7	Sedimentary	Sediment Layer	Siltstone
PF18-155	Potato River Falls	PF18-155	PF18-155a	1075	1085.57	1050	Ma		lt	329.9	-4.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	34.4	126.9	Sedimentary	Sediment Layer	Siltstone
PF18-155	Potato River Falls	PF18-155	PF18-155a	1075	1085.57	1050	Ma		mht	272.4	46.6		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	21.4	197.9	Sedimentary	Sediment Layer	Siltstone
PF18-155	Potato River Falls	PF18-155	PF18-155a	1075	1085.57	1050	Ma		lt	8.7	69.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	81.4	307.3	Sedimentary	Sediment Layer	Siltstone
PF18-156	Potato River Falls	PF18-156	PF18-156a	1075	1085.57	1050	Ma		lt	18.3	52.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	70.5	37.2	Sedimentary	Sediment Layer	Siltstone
PF18-156	Potato River Falls	PF18-156	PF18-156a	1075	1085.57	1050	Ma		mht	271.2	43.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	19.1	197	Sedimentary	Sediment Layer	Siltstone
PF18-156	Potato River Falls	PF18-156	PF18-156a	1075	1085.57	1050	Ma		lt	347.1	-8.9		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	37.8	105.8	Sedimentary	Sediment Layer	Siltstone
PF18-156	Potato River Falls	PF18-156	PF18-156a	1075	1085.57	1050	Ma		mht	280.4	-26.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-3.3	162.3	Sedimentary	Sediment Layer	Siltstone
PF18-157	Potato River Falls	PF18-157	PF18-157a	1075	1085.57	1050	Ma		mht	267.9	43.7		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	16.8	199.1	Sedimentary	Sediment Layer	Siltstone
PF18-157	Potato River Falls	PF18-157	PF18-157a	1075	1085.57	1050	Ma		mht	278.5	-25.1		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-3.8	164.3	Sedimentary	Sediment Layer	Siltstone
PF18-158	Potato River Falls	PF18-158	PF18-158a	1075	1085.57	1050	Ma		mht	257.7	47.3		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	12.5	207.8	Sedimentary	Sediment Layer	Siltstone
PF18-158	Potato River Falls	PF18-158	PF18-158a	1075	1085.57	1050	Ma		mht	277.2	-17.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-1.5	168.2	Sedimentary	Sediment Layer	Siltstone
PF18-159	Potato River Falls	PF18-159	PF18-159a	1075	1085.57	1050	Ma		mht	262.1	44		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	13.3	203	Sedimentary	Sediment Layer	Siltstone
PF18-159	Potato River Falls	PF18-159	PF18-159a	1075	1085.57	1050	Ma		mht	276.1	-21.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-4	167.4	Sedimentary	Sediment Layer	Siltstone
PF18-16	Potato River Falls	PF18-16	PF18-16a	1075	1085.57	1050	Ma		mt	287.2	17.6		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	18.3	173.2	Sedimentary	Sediment Layer	Siltstone
PF18-16	Potato River Falls	PF18-16	PF18-16a	1075	1085.57	1050	Ma		lt	323.8	4.2		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	35.6	136	Sedimentary	Sediment Layer	Siltstone
PF18-16	Potato River Falls	PF18-16	PF18-16a	1075	1085.57	1050	Ma		mt	198.2	64.8		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	4.6	257.1	Sedimentary	Sediment Layer	Siltstone
PF18-16	Potato River Falls	PF18-16	PF18-16a	1075	1085.57	1050	Ma		lt	22.4	77		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	67.7	294.4	Sedimentary	Sediment Layer	Siltstone
PF18-16	Potato River Falls	PF18-16	PF18-16a	1075	1085.57	1050	Ma		hdt	192.4	58.5		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-3.6	259.9	Sedimentary	Sediment Layer	Siltstone
PF18-16	Potato River Falls	PF18-16	PF18-16a	1075	1085.57	1050	Ma		hdt	282	22.3		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	16.6	178.9	Sedimentary	Sediment Layer	Siltstone
PF18-160	Potato River Falls	PF18-160	PF18-160a	1075	1085.57	1050	Ma		hct	249.4	45.9		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	6.7	212.6	Sedimentary	Sediment Layer	Siltstone
PF18-160	Potato River Falls	PF18-160	PF18-160a	1075	1085.57	1050	Ma		hdt	237.9	35.1		1	1	1	0		0	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	-6	216	Sedimentary	Sediment Layer	Siltstone
PF18-160	Potato River Falls	PF18-160	PF18-160a	1075	1085.57	1050	Ma		hct	273.1	-12.8		1	1	1	0		100	46.46	-90.53		pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	-2.6	172.8	Sedimentary	Sediment Layer	Siltstone
